Agency,Organization,Account Type,Character Code,Object,2015,2016,2017,2018
30 -  FIRE,30110705 - FIRE GEN FIELD OP STATION 5,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,686.84
30 -  FIRE,30110706 - FIRE GEN FIELD OP STATION 6,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,686.84
30 -  FIRE,30110711 - FIRE GEN FIELD OP STATION 11,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,686.84
30 -  FIRE,30110712 - FIRE GEN FIELD OP STATION 12,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,686.84
43 -  TRANSPORTATION,43100 - TRANSPORTATION MANAGEMENT,Expense,54 - PURCHASED SERVICES,54535 - MEMBERSHIPS,,,0.00,704.00
30 -  FIRE,30110707 - FIRE GEN FIELD OP STATION 7,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,744.07
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,783.89
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,783.89
65 -  PLANNING,65222 - PL COMP NEIGH SPEC AREA PLAN,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,800.00
30 -  FIRE,30110701 - FIRE GEN FIELD OP STATION 1,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,801.31
30 -  FIRE,30110713 - FIRE GEN FIELD OP STATION 13,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,801.31
60 -  BUILDING INSPECTION,60500 - BI SYSTEMATIC CODE ENFORCEMENT,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,953.70
30 -  FIRE,30110708 - FIRE GEN FIELD OP STATION 8,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,1087.49
63 -  ECONOMIC DEVELOPMENT,63330 - EDD RE ACQUISITIONS DISPOSALS,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,1096.17
19 -  MAYOR,19100 - MAYOR,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,1102.98
40 -  ENGINEERING,40360 - ENG FAC MGMT ADMIN,Expense,54 - PURCHASED SERVICES,54510 - RECRUITMENT,,,0.00,1197.00
51 -  PARKS,51242 - PARK MTC WEST PARKS,Expense,53 - SUPPLIES,53422 - PROPANE GAS,,,0.00,1539.23
62 -  COMMUNITY DEVELOPMENT,62461 - MADISON OUT OF SCHOOL TIME,Expense,53 - SUPPLIES,53250 - FOOD AND BEVERAGE,,,0.00,1611.60
62 -  COMMUNITY DEVELOPMENT,62461 - MADISON OUT OF SCHOOL TIME,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,,,0.00,1784.20
10 -  ASSESSOR,10140 - ASSESSOR TAX ROLL PREPARATION,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,,,0.00,1915.46
10 -  ASSESSOR,10140 - ASSESSOR TAX ROLL PREPARATION,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,2068.28
12 -  CIVIL RIGHTS,12100 - CIVIL RIGHTS,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,2522.29
44 -  STREETS,44101 - ST SOLID WASTE ADMIN,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,2801.53
11 -  ATTORNEY,11100 - ATTY ORDINANCE ENFORCEMENT,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,2829.16
62 -  COMMUNITY DEVELOPMENT,62461 - MADISON OUT OF SCHOOL TIME,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,,,0.00,4130.58
45 -  TRAFFIC ENGINEERING,45500 - TE SIGNALS,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,4685.26
50 -  LIBRARY,50400751 - LIB FACILITIES CENTRAL,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,0.00,5878.41
43 -  TRANSPORTATION,43100 - TRANSPORTATION MANAGEMENT,Expense,54 - PURCHASED SERVICES,54510 - RECRUITMENT,,,0.00,8044.71
62 -  COMMUNITY DEVELOPMENT,62461 - MADISON OUT OF SCHOOL TIME,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,,,0.00,13908.08
30 -  FIRE,30110 - FIRE GEN FIELD OP,Expense,59 - TRANSFER OUT,59123 - TRANSFER OUT TO GRANTS,,,0.00,261376.29
12 -  CIVIL RIGHTS,12100 - CIVIL RIGHTS,Expense,53 - SUPPLIES,53115 - ARTWORK,,,12.00,0.00
10 -  ASSESSOR,10140 - ASSESSOR TAX ROLL PREPARATION,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,,,13.45,23.30
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,54 - PURCHASED SERVICES,54510 - RECRUITMENT,,,14.00,175.00
62 -  COMMUNITY DEVELOPMENT,62331 - NBRHD CTRS AND CMTY GARDENS GF,Expense,52 - BENEFITS,52710 - MOVING EXPENSES,,,25.00,0.00
62 -  COMMUNITY DEVELOPMENT,62471 - SENIOR CENTER,Expense,54 - PURCHASED SERVICES,54625 - CREDIT CARD SERVICES,,,30.00,180.00
14 -  COMMON COUNCIL,14100601 - COMMON COUNCIL DIST 1,Expense,54 - PURCHASED SERVICES,54350 - LEASE RENTAL OF EQUIPMENT,,,38.70,0.00
62 -  COMMUNITY DEVELOPMENT,62551 - CD DIVISION 27 PRGM ADMIN,Expense,53 - SUPPLIES,53250 - FOOD AND BEVERAGE,,,45.81,31.59
62 -  COMMUNITY DEVELOPMENT,62224 - YOUTH EMPLMT OPPS AND TRAINING,Expense,52 - BENEFITS,52710 - MOVING EXPENSES,,,50.00,0.00
62 -  COMMUNITY DEVELOPMENT,62443 - CMTY OUTREACH ACCESS RESOURCES,Expense,52 - BENEFITS,52710 - MOVING EXPENSES,,,50.00,0.00
62 -  COMMUNITY DEVELOPMENT,62472 - SENIOR CENTER FOUNDATION,Expense,54 - PURCHASED SERVICES,54510 - RECRUITMENT,,,50.00,170.00
13 -  CLERK,13100 - CLERK,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,,,55.16,171.48
14 -  COMMON COUNCIL,14100603 - COMMON COUNCIL DIST 3,Expense,54 - PURCHASED SERVICES,54633 - DELIVERY FREIGHT CHARGES,,,72.00,576.00
40 -  ENGINEERING,40138 - ENG SIDEWALKS PATH MAINT,Expense,57 - INTER DEPART CHARGES,57145 - ID CHARGE FROM TRAFFIC ENGINEE,,,89.63,0.00
60 -  BUILDING INSPECTION,60100 - BI INSPECTION,Expense,54 - PURCHASED SERVICES,54510 - RECRUITMENT,,,107.00,21.00
64 -  PCED OFFICE OF DIRECTOR,64100 - PCED ADMIN AND SUPPORT,Expense,53 - SUPPLIES,53250 - FOOD AND BEVERAGE,,,112.50,0.00
10 -  ASSESSOR,10140 - ASSESSOR TAX ROLL PREPARATION,Expense,54 - PURCHASED SERVICES,54130 - SYSTEMS COMMUNICATION INTERNET,,,125.00,490.00
62 -  COMMUNITY DEVELOPMENT,62223 - ADULT WKFORCE PREPAREDNESS GF,Expense,52 - BENEFITS,52710 - MOVING EXPENSES,,,200.00,0.00
62 -  COMMUNITY DEVELOPMENT,62441 - YOUTH SERVICES,Expense,52 - BENEFITS,52711 - TUITION,,,200.00,0.00
64 -  PCED OFFICE OF DIRECTOR,64100 - PCED ADMIN AND SUPPORT,Expense,54 - PURCHASED SERVICES,54230 - FACILITY RENTAL,,,200.00,320.00
60 -  BUILDING INSPECTION,60100 - BI INSPECTION,Expense,54 - PURCHASED SERVICES,54880 - PERMITS AND LICENSES,,,204.00,1424.00
15 -  FINANCE,15300 - FIN RISK MGMT,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,,,207.05,207.05
51 -  PARKS,51210 - PARK MTC FOREST ADMIN,Expense,53 - SUPPLIES,53250 - FOOD AND BEVERAGE,,,217.50,254.29
13 -  CLERK,13100 - CLERK,Expense,53 - SUPPLIES,53413 - EQUIPMENT SUPPLIES,,,221.34,0.00
51 -  PARKS,51241 - PARK MTC EAST PARKS,Expense,53 - SUPPLIES,53330 - PLUMBING SUPPLIES,,,230.29,0.00
62 -  COMMUNITY DEVELOPMENT,62331630 - MEADOWOOD NEIGHBORHOOD CNTR,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,,,234.00,0.00
50 -  LIBRARY,50300751 - LIB COL RES & ACCESS CENTRAL,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,,,250.00,100.00
63 -  ECONOMIC DEVELOPMENT,63330 - EDD RE ACQUISITIONS DISPOSALS,Expense,54 - PURCHASED SERVICES,54880 - PERMITS AND LICENSES,,,255.00,0.00
11 -  ATTORNEY,11300 - ATTY COUNSEL REPRESENTATION,Expense,53 - SUPPLIES,53410 - MACHINERY AND EQUIPMENT,,,262.03,0.00
22 -  EMPLOYEE ASSISTANCE PROGRAM,22100 - EMPLOYEE ASSISTANCE PROGRAM,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,,,265.89,2370.52
10 -  ASSESSOR,10140 - ASSESSOR TAX ROLL PREPARATION,Expense,53 - SUPPLIES,53413 - EQUIPMENT SUPPLIES,,,306.62,412.50
40 -  ENGINEERING,40112 - ENG ADMIN SERVICE BUILDING MTC,Expense,53 - SUPPLIES,53355 - LANDSCAPING SUPPLIES,,,330.07,0.00
65 -  PLANNING,65101 - PL NEIGH PLAN PRES DESIGN ADMI,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,360.00,2137.10
65 -  PLANNING,65222 - PL COMP NEIGH SPEC AREA PLAN,Expense,54 - PURCHASED SERVICES,54510 - RECRUITMENT,,,392.00,0.00
30 -  FIRE,30260 - FIRE COMMUNITY EDUCATION,Expense,54 - PURCHASED SERVICES,54880 - PERMITS AND LICENSES,,,394.50,300.00
45 -  TRAFFIC ENGINEERING,45300 - TE PAVE MARK,Expense,54 - PURCHASED SERVICES,54510 - RECRUITMENT,,,413.72,525.72
11 -  ATTORNEY,11300 - ATTY COUNSEL REPRESENTATION,Expense,54 - PURCHASED SERVICES,54650 - ADVERTISING SERVICES,,,439.41,263.03
62 -  COMMUNITY DEVELOPMENT,62331632 - PE/PR NBRHD EMPLOYMENT CENTER,Expense,54 - PURCHASED SERVICES,54113 - WATER,,,479.50,766.25
51 -  PARKS,51160 - PARK COM REC REC SERVICES,Expense,54 - PURCHASED SERVICES,54685 - SECURITY SERVICES,,,590.64,628.66
19 -  MAYOR,19100 - MAYOR,Expense,54 - PURCHASED SERVICES,54650 - ADVERTISING SERVICES,,,600.00,0.00
17 -  INFORMATION TECHNOLOGY,17100 - IT APPLICATION DEVELOP SUPPORT,Expense,53 - SUPPLIES,53130 - FURNITURE,,,786.36,1612.05
13 -  CLERK,13100 - CLERK,Expense,54 - PURCHASED SERVICES,54688 - TRANSCRIPTION SERVICES,,,811.00,967.00
62 -  COMMUNITY DEVELOPMENT,62331632 - PE/PR NBRHD EMPLOYMENT CENTER,Expense,54 - PURCHASED SERVICES,54112 - ELECTRICITY,,,900.67,2127.96
30 -  FIRE,30110720 - FIRE GEN FIELD OP ADMIN,Expense,54 - PURCHASED SERVICES,54630 - ARMORED CAR SERVICES,,,1012.53,2240.80
14 -  COMMON COUNCIL,14100 - COMMON COUNCIL,Expense,54 - PURCHASED SERVICES,54510 - RECRUITMENT,,,1048.49,0.00
62 -  COMMUNITY DEVELOPMENT,62472 - SENIOR CENTER FOUNDATION,Expense,53 - SUPPLIES,53450 - INVENTORY,,,1346.20,1022.11
17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Expense,53 - SUPPLIES,53130 - FURNITURE,,,1352.52,2826.58
50 -  LIBRARY,50400757 - LIB FACILITIES PINNEY,Expense,53 - SUPPLIES,53130 - FURNITURE,,,1454.33,0.00
40 -  ENGINEERING,40122 - ENG STREETS DESIGN,Expense,54 - PURCHASED SERVICES,54638 - MORTGAGE AND TITLE SERVICES,,,1500.00,0.00
62 -  COMMUNITY DEVELOPMENT,62550 - CD DIVISION 26 PRGM ADMIN,Expense,54 - PURCHASED SERVICES,54510 - RECRUITMENT,,,1913.75,495.00
13 -  CLERK,13100 - CLERK,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,,,3127.12,12983.25
62 -  COMMUNITY DEVELOPMENT,62331632 - PE/PR NBRHD EMPLOYMENT CENTER,Expense,54 - PURCHASED SERVICES,54860 - TAXES AND SPECIAL ASSESSMENTS,,,4131.75,0.00
14 -  COMMON COUNCIL,14100 - COMMON COUNCIL,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,,,4510.00,1399.92
10 -  ASSESSOR,10140 - ASSESSOR TAX ROLL PREPARATION,Expense,53 - SUPPLIES,53130 - FURNITURE,,,4663.66,445.50
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Expense,54 - PURCHASED SERVICES,54230 - FACILITY RENTAL,,,4669.90,1825.80
51 -  PARKS,51220 - PARK MTC FORESTRY GENERAL,Expense,59 - TRANSFER OUT,59123 - TRANSFER OUT TO GRANTS,,,6110.08,0.00
65 -  PLANNING,65201 - PL COMP PLAN AND DEVELOP ADMIN,Expense,54 - PURCHASED SERVICES,54695 - PROGRAM SERVICES,,,50000.00,0.00
31 -  POLICE,31156 - PARKING,Expense,57 - INTER DEPART CHARGES,57182 - ID CHARGE FROM PARKING,,,349261.00,0.00
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Expense,59 - TRANSFER OUT,59124 - TRANSFER OUT TO OTHER RESTRICT,,,965500.00,0.00
62 -  COMMUNITY DEVELOPMENT,62441 - YOUTH SERVICES,Expense,58 - INTER DEPART BILLING,58120 - ID BILLING TO MUNICIPAL COURT,,,,-90000.00
65 -  PLANNING,65110 - PL NEIGHBORHOOD PLANNING,Expense,58 - INTER DEPART BILLING,58162 - ID BILLING TO COMMUNITY DEVEL,,,,-41500.00
65 -  PLANNING,65300 - PL METROPOLITAN PLANNING ORG,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,,,,-6225.00
50 -  LIBRARY,50221751 - LIB COMM ENGAGE YOUTH CENTRAL,Revenue,42 - INTERGOV REVENUES,42110 - FEDERAL REVENUES OPERATING,,,,-4497.20
44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,,,,-1160.72
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58191 - ID BILLING TO CDA,,,,-301.14
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,,,0.00
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,,,0.00
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,,,0.00
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,,,,0.00
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,,,,0.00
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,,,,0.00
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,,,,0.00
10 -  ASSESSOR,10110 - ASSESSOR RESIDENTIAL,Expense,53 - SUPPLIES,53235 - SAFETY SUPPLIES,,,,0.00
11 -  ATTORNEY,11300 - ATTY COUNSEL REPRESENTATION,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,,,0.00
11 -  ATTORNEY,11300 - ATTY COUNSEL REPRESENTATION,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,,,0.00
11 -  ATTORNEY,11300 - ATTY COUNSEL REPRESENTATION,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
11 -  ATTORNEY,11300 - ATTY COUNSEL REPRESENTATION,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,,,0.00
11 -  ATTORNEY,11300 - ATTY COUNSEL REPRESENTATION,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,,,0.00
11 -  ATTORNEY,11300 - ATTY COUNSEL REPRESENTATION,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,,,,0.00
11 -  ATTORNEY,11300 - ATTY COUNSEL REPRESENTATION,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,,,,0.00
11 -  ATTORNEY,11300 - ATTY COUNSEL REPRESENTATION,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,,,,0.00
11 -  ATTORNEY,11300 - ATTY COUNSEL REPRESENTATION,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,,,,0.00
12 -  CIVIL RIGHTS,12100 - CIVIL RIGHTS,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,,,,0.00
12 -  CIVIL RIGHTS,12100 - CIVIL RIGHTS,Expense,53 - SUPPLIES,53130 - FURNITURE,,,,0.00
12 -  CIVIL RIGHTS,12100 - CIVIL RIGHTS,Expense,54 - PURCHASED SERVICES,54645 - CONSULTING SERVICES,,,,0.00
13 -  CLERK,13100 - CLERK,Expense,54 - PURCHASED SERVICES,54655 - PRINTING SERVICES,,,,0.00
13 -  CLERK,13100 - CLERK,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,,,0.00
13 -  CLERK,13100 - CLERK,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
13 -  CLERK,13100 - CLERK,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,,,0.00
13 -  CLERK,13100 - CLERK,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,,,0.00
13 -  CLERK,13100 - CLERK,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,,,,0.00
13 -  CLERK,13100 - CLERK,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,,,,0.00
13 -  CLERK,13100 - CLERK,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,,,,0.00
13 -  CLERK,13100 - CLERK,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,,,,0.00
14 -  COMMON COUNCIL,14100604 - COMMON COUNCIL DIST 4,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,,,,0.00
14 -  COMMON COUNCIL,14100617 - COMMON COUNCIL DIST 17,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,,,,0.00
15 -  FINANCE,15100 - FIN ACCOUNTING,Revenue,49 - TRANSFER IN,49140 - TRANSFER IN FROM CAPITAL PROJE,,,,0.00
15 -  FINANCE,15100 - FIN ACCOUNTING,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,,,0.00
15 -  FINANCE,15100 - FIN ACCOUNTING,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
15 -  FINANCE,15100 - FIN ACCOUNTING,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,,,0.00
15 -  FINANCE,15100 - FIN ACCOUNTING,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,,,0.00
15 -  FINANCE,15100 - FIN ACCOUNTING,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,,,,0.00
15 -  FINANCE,15100 - FIN ACCOUNTING,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,,,,0.00
15 -  FINANCE,15100 - FIN ACCOUNTING,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,,,,0.00
15 -  FINANCE,15100 - FIN ACCOUNTING,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,,,,0.00
15 -  FINANCE,15110 - FIN ACCOUNTING PAYROLL,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,,,0.00
15 -  FINANCE,15110 - FIN ACCOUNTING PAYROLL,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
15 -  FINANCE,15110 - FIN ACCOUNTING PAYROLL,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,,,0.00
15 -  FINANCE,15110 - FIN ACCOUNTING PAYROLL,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,,,0.00
15 -  FINANCE,15110 - FIN ACCOUNTING PAYROLL,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,,,,0.00
15 -  FINANCE,15110 - FIN ACCOUNTING PAYROLL,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,,,,0.00
15 -  FINANCE,15110 - FIN ACCOUNTING PAYROLL,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,,,,0.00
15 -  FINANCE,15110 - FIN ACCOUNTING PAYROLL,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,,,,0.00
15 -  FINANCE,15111 - FIN ACCOUNTING PURCHASING,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,,,0.00
15 -  FINANCE,15111 - FIN ACCOUNTING PURCHASING,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
15 -  FINANCE,15111 - FIN ACCOUNTING PURCHASING,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,,,0.00
15 -  FINANCE,15111 - FIN ACCOUNTING PURCHASING,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,,,0.00
15 -  FINANCE,15111 - FIN ACCOUNTING PURCHASING,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,,,,0.00
15 -  FINANCE,15111 - FIN ACCOUNTING PURCHASING,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,,,,0.00
15 -  FINANCE,15111 - FIN ACCOUNTING PURCHASING,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,,,,0.00
15 -  FINANCE,15111 - FIN ACCOUNTING PURCHASING,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,,,,0.00
15 -  FINANCE,15200 - FIN BUDGET AND PROGRAM MGMT,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,,,0.00
15 -  FINANCE,15200 - FIN BUDGET AND PROGRAM MGMT,Revenue,49 - TRANSFER IN,49140 - TRANSFER IN FROM CAPITAL PROJE,,,,0.00
15 -  FINANCE,15200 - FIN BUDGET AND PROGRAM MGMT,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,,,0.00
15 -  FINANCE,15200 - FIN BUDGET AND PROGRAM MGMT,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
15 -  FINANCE,15200 - FIN BUDGET AND PROGRAM MGMT,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,,,0.00
15 -  FINANCE,15200 - FIN BUDGET AND PROGRAM MGMT,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,,,0.00
15 -  FINANCE,15200 - FIN BUDGET AND PROGRAM MGMT,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,,,,0.00
15 -  FINANCE,15200 - FIN BUDGET AND PROGRAM MGMT,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,,,,0.00
15 -  FINANCE,15200 - FIN BUDGET AND PROGRAM MGMT,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,,,,0.00
15 -  FINANCE,15200 - FIN BUDGET AND PROGRAM MGMT,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,,,,0.00
15 -  FINANCE,15230 - FIN INTERNAL AUDIT,Revenue,49 - TRANSFER IN,49140 - TRANSFER IN FROM CAPITAL PROJE,,,,0.00
15 -  FINANCE,15230 - FIN INTERNAL AUDIT,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,,,0.00
15 -  FINANCE,15230 - FIN INTERNAL AUDIT,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
15 -  FINANCE,15230 - FIN INTERNAL AUDIT,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,,,0.00
15 -  FINANCE,15230 - FIN INTERNAL AUDIT,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,,,0.00
15 -  FINANCE,15230 - FIN INTERNAL AUDIT,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,,,,0.00
15 -  FINANCE,15230 - FIN INTERNAL AUDIT,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,,,,0.00
15 -  FINANCE,15230 - FIN INTERNAL AUDIT,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,,,,0.00
15 -  FINANCE,15230 - FIN INTERNAL AUDIT,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,,,,0.00
15 -  FINANCE,15300 - FIN RISK MGMT,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,,,0.00
15 -  FINANCE,15300 - FIN RISK MGMT,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
15 -  FINANCE,15300 - FIN RISK MGMT,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,,,0.00
15 -  FINANCE,15300 - FIN RISK MGMT,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,,,0.00
15 -  FINANCE,15300 - FIN RISK MGMT,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,,,,0.00
15 -  FINANCE,15300 - FIN RISK MGMT,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,,,,0.00
15 -  FINANCE,15300 - FIN RISK MGMT,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,,,,0.00
